19972, 0.15507299, 0.80073804, 0.15507299               0.14394461, 0.14384988, 0.14377369
19973, 0.15508503, 0.80258304, 0.15508503               0.14394461, 0.14384988, 0.14377369
19974, 0.15494873, 0.80258304, 0.15494873               0.14394461, 0.14384988, 0.14377369
19975, 0.15504053, 0.80258304, 0.15504053               0.14394461, 0.14384988, 0.14377369
19976, 0.15494438, 0.80258304, 0.15494438               0.14394461, 0.14384988, 0.14377369
19977, 0.15495709, 0.80073804, 0.15495709               0.14394461, 0.14384988, 0.14377369
19978, 0.15491320, 0.80258304, 0.15491320               0.14394461, 0.14384988, 0.14377369
19979, 0.15493186, 0.80258304, 0.15493186               0.14394461, 0.14384988, 0.14377369
19980, 0.15482745, 0.80258304, 0.15482745               0.14394461, 0.14384988, 0.14377369
19981, 0.15489371, 0.80258304, 0.15489371               0.14394461, 0.14384988, 0.14377369
19982, 0.15501186, 0.80258304, 0.15501186               0.14394461, 0.14384988, 0.14377369
19983, 0.15500554, 0.80258304, 0.15500554               0.14394461, 0.14384988, 0.14377369
19984, 0.15495010, 0.80258304, 0.15495010               0.14394461, 0.14384988, 0.14377369
19985, 0.15488066, 0.80258304, 0.15488066               0.14394461, 0.14384988, 0.14377369
19986, 0.15497874, 0.80258304, 0.15497874               0.14394461, 0.14384988, 0.14377369
19987, 0.15498170, 0.80073804, 0.15498170               0.14394461, 0.14384988, 0.14377369
19988, 0.15481251, 0.80073804, 0.15481251               0.14394461, 0.14384988, 0.14377369
19989, 0.15478940, 0.80258304, 0.15478940               0.14394461, 0.14384988, 0.14377369
19990, 0.15479279, 0.80258304, 0.15479279               0.14394461, 0.14384988, 0.14377369
19991, 0.15483598, 0.80258304, 0.15483598               0.14394461, 0.14384988, 0.14377369
19992, 0.15478987, 0.80073804, 0.15478987               0.14394461, 0.14384988, 0.14377369
19993, 0.15477653, 0.80073804, 0.15477653               0.14394461, 0.14384988, 0.14377369
19994, 0.15472184, 0.80258304, 0.15472184               0.14394461, 0.14384988, 0.14377369
19995, 0.15473528, 0.80258304, 0.15473528               0.14394461, 0.14384988, 0.14377369
19996, 0.15470229, 0.80258304, 0.15470229               0.14394461, 0.14384988, 0.14377369
19997, 0.15464163, 0.80258304, 0.15464163               0.14394461, 0.14384988, 0.14377369
19998, 0.15462060, 0.80258304, 0.15462060               0.14394461, 0.14384988, 0.14377369
19999, 0.15474646, 0.80258304, 0.15474646               0.14394461, 0.14384988, 0.14377369
{'graph_norm_type': 'adjacency', 'pair_norm_type': 'adjacency', 'pair_dis_type': 'cosine', 'pair_trunc': -20, 'norm_power': [-0.5, -0.4, -0.3, -0.2, -0.1], 'norm_power_len': [-20, -20, -20, -20, -20], 'nclass': 7, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 1e-05, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.4, 'norm': 'none', 'nonlinear': 'ReLU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'True', 'dataset': 'cora', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(41.8936, grad_fn=<MulBackward0>) tensor(20.7329, grad_fn=<MulBackward0>)





19973, 0.18056275, 0.81918818, 0.18056275               0.17749082, 0.17739664, 0.17737781
19974, 0.17895421, 0.81180811, 0.17895421               0.17749082, 0.17739664, 0.17737781
19975, 0.18078196, 0.82472324, 0.18078196               0.17749082, 0.17739664, 0.17737781
19976, 0.18008256, 0.82472324, 0.18008256               0.17749082, 0.17739664, 0.17737781
19977, 0.17980950, 0.81365311, 0.17980950               0.17749082, 0.17739664, 0.17737781
19978, 0.18012998, 0.81734318, 0.18012998               0.17749082, 0.17739664, 0.17737781
19979, 0.17946024, 0.81549817, 0.17946024               0.17749082, 0.17739664, 0.17737781
19980, 0.17926353, 0.81734318, 0.17926353               0.17749082, 0.17739664, 0.17737781
19981, 0.17981634, 0.81918818, 0.17981634               0.17749082, 0.17739664, 0.17737781
19982, 0.17934489, 0.82103324, 0.17934489               0.17749082, 0.17739664, 0.17737781
19983, 0.17874083, 0.81918818, 0.17874083               0.17749082, 0.17739664, 0.17737781
19984, 0.17935696, 0.81918818, 0.17935696               0.17749082, 0.17739664, 0.17737781
19985, 0.17793138, 0.81549817, 0.17793138               0.17749082, 0.17739664, 0.17737781
19986, 0.17934957, 0.82472324, 0.17934957               0.17749082, 0.17739664, 0.17737781
19987, 0.17864405, 0.82103324, 0.17864405               0.17749082, 0.17739664, 0.17737781
19988, 0.17860584, 0.81918818, 0.17860584               0.17749082, 0.17739664, 0.17737781
19989, 0.17874032, 0.81549817, 0.17874032               0.17749082, 0.17739664, 0.17737781
19990, 0.17788573, 0.81549817, 0.17788573               0.17749082, 0.17739664, 0.17737781
19991, 0.17912850, 0.82103324, 0.17912850               0.17749082, 0.17739664, 0.17737781
19992, 0.17864367, 0.81734318, 0.17864367               0.17749082, 0.17739664, 0.17737781
19993, 0.17804645, 0.81918818, 0.17804645               0.17749082, 0.17739664, 0.17737781
19994, 0.17787342, 0.81734318, 0.17787342               0.17749082, 0.17739664, 0.17737781
19995, 0.17867841, 0.81918818, 0.17867841               0.17749082, 0.17739664, 0.17737781
19996, 0.17800933, 0.82103324, 0.17800933               0.17749082, 0.17739664, 0.17737781
19997, 0.17858410, 0.82287824, 0.17858410               0.17749082, 0.17739664, 0.17737781
19998, 0.17787679, 0.82287824, 0.17787679               0.17749082, 0.17739664, 0.17737781
19999, 0.17848474, 0.81918818, 0.17848474               0.17749082, 0.17739664, 0.17737781
